"target","location","forecast_date","target_end_date","quantile","value","type"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.6,48,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.6,47,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.6,48,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.6,48,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.6,49,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.6,49,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.6,50,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.6,50,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.6,48,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.6,49,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.6,48,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.6,49,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.6,48,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.6,50,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.6,49,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.6,51,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.6,51,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.65,48,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.65,47,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.65,47,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.65,48,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.65,48,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.65,48,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.65,47,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.65,49,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.65,48,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.65,49,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.65,49,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.65,50,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.65,50,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.65,51,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.65,50,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.65,50,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.65,50,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.65,52,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.65,51,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.65,52,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.65,52,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.65,51,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.65,51,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.65,51,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.65,52,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.65,51,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.65,52.3500000000001,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.65,51,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.65,53,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.65,53,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.7,50,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.7,49,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.7,50,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.7,50,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.7,50.3000000000002,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.7,51,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.7,49,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.7,51,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.7,51,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.7,51,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.7,51,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.7,52,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.7,52,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.7,54,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.7,52.3000000000002,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.7,53,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.7,53,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.7,54,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.7,54,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.7,54.3000000000002,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.7,55,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.7,54,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.7,54,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.7,54,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.7,54,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.7,54,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.7,55,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.7,54,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.7,56,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.7,56,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.75,53,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.75,51,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.75,52,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.75,52,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.75,54,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.75,53,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.75,52,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.75,54,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.75,53,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.75,54,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.75,54,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.75,55,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.75,55,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.75,56,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.75,56,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.75,55,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.75,56,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.75,56,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.75,57,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.75,58,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.75,58,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.75,57,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.75,57,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.75,58,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.75,57,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.75,57,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.75,59,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.75,57,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.75,59,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.75,58.2500000000002,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.8,55,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.8,54,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.8,56,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.8,55,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.8,56,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.8,56,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.8,55,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.8,56,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.8,56,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.8,58,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.8,58,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.8,58,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.8,58,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.8,60,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.8,59,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.8,59,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.8,60,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.8,60,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.8,61,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.8,61,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.8,61,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.8,60,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.8,61,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.8,62,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.8,61,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.8,61,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.8,63,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.8,61,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.8,63,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.8,62,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.85,58,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.85,58,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.85,59,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.85,58,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.85,60,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.85,59,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.85,59,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.85,59,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.85,59,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.85,62,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.85,62,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.85,62,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.85,63,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.85,63,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.85,63,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.85,63.1500000000001,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.85,63,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.85,64,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.85,65,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.85,65,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.85,65,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.85,65,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.85,65,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.85,66,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.85,65,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.85,67,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.85,67,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.85,66,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.85,67,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.85,66,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.9,63,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.9,62,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.9,65,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.9,63,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.9,64,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.9,63,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.9,64,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.9,66,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.9,65,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.9,66,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.9,67,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.9,66,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.9,67,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.9,68,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.9,69,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.9,70,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.9,69,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.9,69,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.9,69.1000000000001,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.9,71,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.9,71,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.9,70,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.9,70,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.9,72,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.9,72,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.9,73,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.9,73.1000000000001,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.9,74.1000000000001,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.9,73,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.9,72,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.95,70,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.95,70,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.95,71,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.95,70,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.95,72,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.95,70,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.95,71,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.95,73,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.95,74,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.95,76,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.95,75,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.95,75,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.95,77,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.95,76.05,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.95,77.05,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.95,77,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.95,77.05,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.95,79,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.95,79,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.95,80,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.95,80,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.95,81,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.95,79,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.95,80,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.95,82,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.95,82.05,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.95,83,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.95,87,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.95,82.05,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.95,83.05,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.975,78,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.975,77.0249999999999,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.975,77,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.975,77.0249999999999,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.975,80,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.975,78,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.975,79,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.975,81,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.975,81.0249999999999,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.975,83,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.975,83,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.975,83,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.975,84,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.975,87.0249999999999,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.975,85,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.975,85.0249999999999,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.975,87,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.975,89.0249999999999,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.975,89,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.975,89,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.975,86,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.975,90,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.975,87,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.975,89.0249999999999,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.975,91,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.975,91,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.975,90,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.975,98,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.975,92.0249999999999,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.975,95,"quantile"
"1 day ahead inc hosp","20",2022-08-29,2022-08-30,0.99,86.01,"quantile"
"2 day ahead inc hosp","20",2022-08-29,2022-08-31,0.99,84.01,"quantile"
"3 day ahead inc hosp","20",2022-08-29,2022-09-01,0.99,85,"quantile"
"4 day ahead inc hosp","20",2022-08-29,2022-09-02,0.99,86,"quantile"
"5 day ahead inc hosp","20",2022-08-29,2022-09-03,0.99,90.01,"quantile"
"6 day ahead inc hosp","20",2022-08-29,2022-09-04,0.99,86,"quantile"
"7 day ahead inc hosp","20",2022-08-29,2022-09-05,0.99,88,"quantile"
"8 day ahead inc hosp","20",2022-08-29,2022-09-06,0.99,90.01,"quantile"
"9 day ahead inc hosp","20",2022-08-29,2022-09-07,0.99,92,"quantile"
"10 day ahead inc hosp","20",2022-08-29,2022-09-08,0.99,93,"quantile"
"11 day ahead inc hosp","20",2022-08-29,2022-09-09,0.99,93,"quantile"
"12 day ahead inc hosp","20",2022-08-29,2022-09-10,0.99,93,"quantile"
"13 day ahead inc hosp","20",2022-08-29,2022-09-11,0.99,91.02,"quantile"
"14 day ahead inc hosp","20",2022-08-29,2022-09-12,0.99,94,"quantile"
"15 day ahead inc hosp","20",2022-08-29,2022-09-13,0.99,100.01,"quantile"
"16 day ahead inc hosp","20",2022-08-29,2022-09-14,0.99,93,"quantile"
"17 day ahead inc hosp","20",2022-08-29,2022-09-15,0.99,97,"quantile"
"18 day ahead inc hosp","20",2022-08-29,2022-09-16,0.99,99,"quantile"
"19 day ahead inc hosp","20",2022-08-29,2022-09-17,0.99,100,"quantile"
"20 day ahead inc hosp","20",2022-08-29,2022-09-18,0.99,99.01,"quantile"
"21 day ahead inc hosp","20",2022-08-29,2022-09-19,0.99,93.01,"quantile"
"22 day ahead inc hosp","20",2022-08-29,2022-09-20,0.99,98,"quantile"
"23 day ahead inc hosp","20",2022-08-29,2022-09-21,0.99,102.01,"quantile"
"24 day ahead inc hosp","20",2022-08-29,2022-09-22,0.99,98,"quantile"
"25 day ahead inc hosp","20",2022-08-29,2022-09-23,0.99,104,"quantile"
"26 day ahead inc hosp","20",2022-08-29,2022-09-24,0.99,101,"quantile"
"27 day ahead inc hosp","20",2022-08-29,2022-09-25,0.99,102.01,"quantile"
"28 day ahead inc hosp","20",2022-08-29,2022-09-26,0.99,109.02,"quantile"
"29 day ahead inc hosp","20",2022-08-29,2022-09-27,0.99,101.01,"quantile"
"30 day ahead inc hosp","20",2022-08-29,2022-09-28,0.99,107.02,"quantile"
"1 day ahead inc hosp","21",2022-08-29,2022-08-30,0.01,41,"quantile"
"2 day ahead inc hosp","21",2022-08-29,2022-08-31,0.01,39,"quantile"
"3 day ahead inc hosp","21",2022-08-29,2022-09-01,0.01,39.99,"quantile"
"4 day ahead inc hosp","21",2022-08-29,2022-09-02,0.01,39,"quantile"
"5 day ahead inc hosp","21",2022-08-29,2022-09-03,0.01,37.99,"quantile"
"6 day ahead inc hosp","21",2022-08-29,2022-09-04,0.01,36.99,"quantile"
"7 day ahead inc hosp","21",2022-08-29,2022-09-05,0.01,36.99,"quantile"
"8 day ahead inc hosp","21",2022-08-29,2022-09-06,0.01,37,"quantile"
"9 day ahead inc hosp","21",2022-08-29,2022-09-07,0.01,37,"quantile"
"10 day ahead inc hosp","21",2022-08-29,2022-09-08,0.01,36.98,"quantile"
"11 day ahead inc hosp","21",2022-08-29,2022-09-09,0.01,36.99,"quantile"
"12 day ahead inc hosp","21",2022-08-29,2022-09-10,0.01,38,"quantile"
"13 day ahead inc hosp","21",2022-08-29,2022-09-11,0.01,37.99,"quantile"
"14 day ahead inc hosp","21",2022-08-29,2022-09-12,0.01,34,"quantile"
"15 day ahead inc hosp","21",2022-08-29,2022-09-13,0.01,35,"quantile"
"16 day ahead inc hosp","21",2022-08-29,2022-09-14,0.01,34,"quantile"
"17 day ahead inc hosp","21",2022-08-29,2022-09-15,0.01,34,"quantile"
"18 day ahead inc hosp","21",2022-08-29,2022-09-16,0.01,34.98,"quantile"
"19 day ahead inc hosp","21",2022-08-29,2022-09-17,0.01,31.99,"quantile"
"20 day ahead inc hosp","21",2022-08-29,2022-09-18,0.01,32.99,"quantile"
"21 day ahead inc hosp","21",2022-08-29,2022-09-19,0.01,32.99,"quantile"
"22 day ahead inc hosp","21",2022-08-29,2022-09-20,0.01,33.99,"quantile"
"23 day ahead inc hosp","21",2022-08-29,2022-09-21,0.01,31,"quantile"
"24 day ahead inc hosp","21",2022-08-29,2022-09-22,0.01,33.99,"quantile"
"25 day ahead inc hosp","21",2022-08-29,2022-09-23,0.01,33,"quantile"
"26 day ahead inc hosp","21",2022-08-29,2022-09-24,0.01,29,"quantile"
"27 day ahead inc hosp","21",2022-08-29,2022-09-25,0.01,32,"quantile"
"28 day ahead inc hosp","21",2022-08-29,2022-09-26,0.01,31,"quantile"
"29 day ahead inc hosp","21",2022-08-29,2022-09-27,0.01,31,"quantile"
"30 day ahead inc hosp","21",2022-08-29,2022-09-28,0.01,29,"quantile"
"1 day ahead inc hosp","21",2022-08-29,2022-08-30,0.025,45,"quantile"
"2 day ahead inc hosp","21",2022-08-29,2022-08-31,0.025,46,"quantile"
"3 day ahead inc hosp","21",2022-08-29,2022-09-01,0.025,47,"quantile"
"4 day ahead inc hosp","21",2022-08-29,2022-09-02,0.025,44.975,"quantile"
"5 day ahead inc hosp","21",2022-08-29,2022-09-03,0.025,44,"quantile"
"6 day ahead inc hosp","21",2022-08-29,2022-09-04,0.025,45,"quantile"
"7 day ahead inc hosp","21",2022-08-29,2022-09-05,0.025,43,"quantile"
"8 day ahead inc hosp","21",2022-08-29,2022-09-06,0.025,45,"quantile"
"9 day ahead inc hosp","21",2022-08-29,2022-09-07,0.025,42,"quantile"
"10 day ahead inc hosp","21",2022-08-29,2022-09-08,0.025,43,"quantile"
"11 day ahead inc hosp","21",2022-08-29,2022-09-09,0.025,43,"quantile"
"12 day ahead inc hosp","21",2022-08-29,2022-09-10,0.025,44,"quantile"
"13 day ahead inc hosp","21",2022-08-29,2022-09-11,0.025,44,"quantile"
"14 day ahead inc hosp","21",2022-08-29,2022-09-12,0.025,40,"quantile"
"15 day ahead inc hosp","21",2022-08-29,2022-09-13,0.025,40,"quantile"
"16 day ahead inc hosp","21",2022-08-29,2022-09-14,0.025,41,"quantile"
"17 day ahead inc hosp","21",2022-08-29,2022-09-15,0.025,39.975,"quantile"
"18 day ahead inc hosp","21",2022-08-29,2022-09-16,0.025,41,"quantile"
"19 day ahead inc hosp","21",2022-08-29,2022-09-17,0.025,39,"quantile"
